,IsLuxury
4669,1
6236,1
4834,1
1677,0
1149,0
4005,1
4018,0
5108,1
1493,0
6506,1
1323,0
4751,1
5097,1
6507,1
5275,1
2946,0
5126,1
3193,0
2087,0
917,0
3541,1
3539,0
4528,1
3889,1
707,0
4550,1
583,0
2633,0
4004,1
6589,1
6290,1
4694,0
5552,1
5013,1
6431,1
2254,0
4744,1
2321,0
1636,0
5950,1
4091,1
3686,1
1607,0
1569,0
5517,1
3093,0
1808,0
2480,0
499,0
3684,1
4213,1
5443,1
5229,1
816,0
3445,1
4242,1
5866,1
6545,1
629,0
6720,1
1196,0
4414,1
5241,0
204,0
3120,0
3814,1
5956,1
6496,1
2650,0
2747,0
6971,1
3116,0
1754,0
4798,1
6210,0
6749,1
979,0
3528,1
549,0
6694,1
5494,1
1425,0
4859,1
3319,0
576,1
1452,0
5722,1
4835,1
5880,1
341,0
5216,1
4867,1
6576,1
5092,1
303,0
3240,1
5020,1
5750,1
4983,1
2869,0
241,1
6096,1
1479,0
786,0
1597,0
170,0
3266,0
6418,1
896,0
1127,0
6529,1
2775,0
1376,0
4126,1
1617,0
1895,0
2129,0
5709,1
635,0
4617,1
6579,1
4681,1
5577,1
670,0
3978,1
5432,1
3214,0
2794,1
681,1
2312,1
4031,1
4259,1
5531,0
3415,0
3992,1
6158,1
5160,0
5487,1
5886,1
2769,0
1585,0
6449,1
5838,1
1349,0
866,0
5717,1
6830,1
6364,1
6797,1
6457,1
1767,0
4294,1
6990,1
6320,0
4678,1
6355,1
3787,1
6055,0
2557,0
5872,1
4733,1
5317,1
1193,0
2937,0
3180,0
1220,0
3753,1
5265,1
1194,0
2627,0
6707,1
5914,1
5747,1
1698,0
5282,1
2476,0
4639,1
5465,1
485,0
6295,1
3330,0
2647,0
5017,1
2281,0
1943,0
2816,0
3782,0
947,0
1489,0
1860,0
4643,1
1096,0
2124,0
4911,1
2655,1
5854,1
6944,1
5415,1
2824,0
510,0
4035,1
1861,1
446,0
1359,0
533,0
3252,0
6695,1
2668,0
6571,1
3313,0
6714,1
2731,0
5970,1
1730,0
3602,1
4702,1
6463,1
5514,1
6547,1
6451,1
1688,0
5524,1
160,0
3940,1
4996,0
5351,1
2679,0
1551,0
6298,0
5381,0
3097,0
2225,0
6670,1
4459,1
2601,0
2081,1
4210,1
614,0
4187,1
3837,1
4127,1
3970,1
5665,1
2001,0
2553,0
5505,1
1661,0
6275,1
142,0
258,1
1496,0
1602,0
2741,0
649,0
2323,0
3751,1
970,0
5703,1
3007,1
6076,1
2500,0
1363,0
3056,0
4366,1
6925,1
6368,1
1696,0
6141,1
2449,1
1911,0
4846,1
406,1
1805,0
1813,0
2933,1
6066,1
4408,1
3479,0
463,0
1223,0
4223,1
5649,1
3997,1
4199,1
4377,1
1631,0
683,0
2833,0
4900,1
1118,0
3459,0
2580,0
5529,1
3926,1
3340,0
199,0
2121,0
5460,1
2350,0
4135,1
4164,1
2410,0
4860,1
4142,1
2528,0
5655,1
365,0
2071,1
6098,1
4383,1
3226,0
3031,0
3064,0
2549,0
1388,0
1581,0
2062,0
6487,1
2609,0
38,0
2952,0
3917,1
2556,0
3278,0
2686,1
6434,1
1057,0
5062,1
5964,1
1097,0
3752,1
1471,0
5340,1
3879,1
452,0
4921,1
828,0
6550,1
2936,0
5315,1
722,0
6832,1
6582,1
2888,0
1595,0
5751,1
3971,1
3096,0
3748,1
5201,1
6675,1
4379,1
4077,1
4894,1
6679,1
2259,1
2026,0
6857,1
3352,1
6358,1
6482,1
1445,1
4722,0
4564,1
6023,1
429,0
3950,1
1210,0
916,0
4262,1
5007,1
2613,0
2494,1
1000,0
56,0
3020,0
4993,1
208,0
2111,1
1440,0
425,0
697,0
1265,0
1623,0
1593,0
2301,0
4588,0
4820,1
6246,1
5510,1
978,0
6450,1
5057,1
819,0
6467,1
5419,1
1467,0
5923,1
621,0
5205,1
4006,0
3048,0
1778,0
4066,1
336,1
2642,0
1083,0
2607,1
3569,1
4024,1
5105,1
390,0
737,0
113,0
1068,0
3923,1
937,0
2299,0
6454,1
257,0
2238,0
1339,0
1152,0
6192,1
992,0
1846,0
2558,0
1972,0
4610,1
4622,1
3664,1
6650,1
132,0
2462,1
4131,1
441,0
4160,1
2029,0
1668,0
2175,0
5083,1
6498,1
1598,1
2725,0
6957,1
2572,0
1294,0
135,0
6425,1
1659,0
1744,0
1278,0
5222,1
5023,1
3546,1
5943,1
4057,1
129,0
2700,0
27,0
5650,1
4548,1
1234,0
6313,0
6672,1
6682,1
4043,0
5283,1
5053,1
459,0
3558,1
2391,0
2009,0
6370,1
2466,0
4457,1
1804,0
6965,1
202,0
6206,1
4201,1
3651,1
964,0
124,0
3025,0
6847,1
1965,0
2972,0
2960,0
4542,1
5672,1
2996,0
647,0
5630,1
3323,1
4308,1
1757,0
1588,0
935,0
1450,0
523,0
1353,0
3138,0
1188,0
4313,0
5629,1
3440,0
6126,1
877,0
3294,0
2022,0
5031,1
66,0
3694,1
4357,1
1481,0
6266,1
3892,1
6524,0
3429,0
5749,1
5742,1
1944,0
4756,1
5226,1
3931,1
4384,1
3542,1
6996,1
782,0
2163,0
4120,1
226,0
760,0
5869,0
514,0
1605,0
4279,1
2891,0
3930,1
5281,1
908,0
193,0
5329,1
742,0
612,0
5140,1
1870,0
5440,1
3638,1
401,0
3540,1
849,0
5687,1
1728,0
374,0
5488,1
2935,0
4633,1
4949,1
1007,0
6702,1
6520,1
409,0
578,0
692,0
1611,1
2734,0
655,0
4540,1
5077,1
3839,1
5356,1
5289,1
3133,0
590,0
2906,1
1575,0
4574,1
3129,0
6061,1
2396,0
3124,0
2660,0
1871,0
6712,1
743,0
6176,1
182,0
5243,1
4338,0
2716,0
1053,0
4909,1
653,0
148,0
708,0
369,0
23,0
3312,0
1285,0
1957,0
2260,0
1199,0
4508,1
469,0
6746,1
1192,0
106,0
1484,0
5761,1
350,0
4019,1
1260,1
48,1
6091,1
4808,1
1443,0
6570,1
4251,1
5551,1
6706,1
2511,0
5220,1
3608,1
6565,1
5993,1
6721,1
3033,0
2771,0
6724,1
5087,1
6543,1
2125,0
30,1
2306,0
1226,0
2329,1
3413,0
5780,1
173,0
2676,0
6437,1
3241,0
5310,1
5908,1
5468,1
6843,1
807,0
1469,0
3902,1
5748,1
5789,1
5070,1
3195,0
493,0
1001,0
2317,0
5345,0
6880,0
972,0
6794,1
5453,1
6077,0
2811,0
384,0
4773,1
4110,1
1663,0
3345,0
1701,0
4112,1
5584,1
1058,0
640,0
3010,0
2813,0
5855,1
6577,1
1186,0
2662,0
6262,0
1716,0
2469,1
1920,0
3143,0
6258,1
5602,0
585,0
5025,1
6951,1
76,0
5583,1
2368,0
625,0
3403,0
3713,1
1407,0
1905,0
4735,1
375,0
80,0
2170,0
4125,1
2786,0
2793,0
5975,1
189,0
6726,1
6479,1
6886,1
5909,0
2059,0
4449,1
5339,1
2248,0
1383,0
5014,0
5755,1
6700,1
3476,0
6115,1
3106,0
2110,0
240,1
1517,0
5528,1
676,0
3702,1
6219,1
5636,1
6435,1
1382,0
1205,0
2454,0
5253,1
1027,0
1816,0
5878,1
6103,1
3430,0
4795,1
2830,0
6239,1
3055,0
628,0
2373,0
5876,0
3070,1
2367,0
5542,1
1292,0
6114,1
4948,1
2814,0
3150,0
2826,0
3852,0
2614,0
4048,1
4982,1
6398,1
3617,1
6380,0
1654,0
140,1
1589,0
2496,0
4037,1
6912,1
4916,1
5968,1
1069,0
1136,0
4325,1
999,0
2715,0
3200,1
6429,1
24,0
2149,0
4724,1
261,0
3910,1
3040,0
3297,0
5938,1
2422,0
3490,0
3609,1
1695,0
8,0
1066,0
1902,0
4985,1
1713,0
3061,0
400,0
6002,1
6289,1
1994,0
1539,0
6442,1
4134,1
864,0
6736,0
2433,0
6118,1
4303,1
3328,0
3101,0
3362,0
2568,0
5910,1
890,0
4765,0
4947,1
5613,1
698,0
4139,1
293,1
4519,0
4055,1
4990,1
2724,0
2297,0
5079,1
3788,1
4041,0
1112,0
631,0
212,0
4054,0
6408,1
1609,0
6856,1
5957,1
2376,0
198,0
6329,0
3781,1
6892,1
6203,1
4619,0
6997,1
6015,1
3944,1
1934,0
3535,0
570,0
4786,1
3141,0
5058,1
3728,1
2631,0
295,0
3171,0
2876,0
5292,1
6053,1
5298,1
4348,1
4917,1
3310,1
1204,0
5594,1
567,0
2446,0
3000,0
2439,0
5341,0
6793,1
2085,1
2509,0
3623,1
5441,0
6644,1
1645,0
4587,1
3815,1
6770,1
750,0
1161,0
4001,1
2074,0
277,0
4254,1
1146,0
294,0
977,0
4355,1
1761,1
3018,0
1168,0
3517,1
2314,0
3324,0
3545,1
6783,0
6367,1
1369,1
5611,1
904,1
4609,1
4163,1
2585,0
5873,1
5693,1
1314,0
4085,1
3915,1
1726,1
2357,0
5647,1
6231,1
6100,1
5609,1
5857,1
4430,1
5671,1
1397,0
1244,0
833,0
149,0
3647,1
2348,0
6711,1
184,1
887,0
920,0
1487,0
2926,0
3634,1
5826,1
6029,1
6486,1
672,0
1908,0
2108,1
2035,0
2231,0
264,0
3299,0
2504,0
4692,1
6687,1
1411,0
6536,1
3030,0
6780,1
209,0
6566,1
2250,0
2395,0
5532,0
1500,1
2291,0
1084,0
1267,1
1109,0
3547,1
2749,0
3454,0
4730,1
5332,1
2882,0
3437,0
5044,1
3322,0
3966,1
809,0
3170,0
3028,0
2875,0
3254,0
3975,1
3029,0
6827,1
6471,1
51,1
6632,0
5133,0
4465,1
3154,0
1969,0
2713,0
1362,0
1514,0
2152,0
6131,1
112,0
5945,1
168,0
2322,0
5598,1
4671,1
5372,1
6559,1
6901,1
2602,0
5652,1
4256,1
1245,0
1354,1
3758,1
4235,1
1157,0
3537,1
5983,1
3326,0
5393,1
6942,1
1115,0
2483,0
853,0
6984,1
4435,1
6387,1
2258,0
3899,1
53,0
4061,1
6885,1
2177,0
6334,1
6396,1
4715,1
3700,1
5091,1
2552,0
5658,1
2841,0
1212,0
4920,1
4263,1
3145,1
4448,1
6416,1
6188,0
3848,1
3994,0
6834,1
4585,1
3591,1
6606,0
2765,0
5787,1
515,0
6391,1
2709,0
356,1
6379,1
2710,0
529,0
3320,0
59,0
948,0
5434,0
281,0
5279,1
3348,0
1629,0
2782,0
4180,1
5401,1
5966,0
5979,1
451,0
3575,1
2732,0
5481,1
1276,0
1283,0
4047,1
6553,1
1530,1
4033,1
805,0
6623,1
1529,0
2554,0
3749,1
5550,1
49,0
2691,0
3054,0
801,0
6147,1
1367,0
424,0
6725,1
0,0
4568,1
5072,1
2034,1
1269,0
176,0
6268,1
512,0
1286,0
1462,0
2409,0
5235,1
5499,1
2384,0
766,0
1348,0
3785,0
2482,0
1054,0
6409,1
6079,1
2455,0
5358,1
532,0
6178,1
6232,1
6905,0
380,0
1866,0
6327,1
3346,0
2681,0
5939,1
930,1
2626,0
2526,0
6933,1
6993,0
419,0
4721,0
3714,1
1480,0
1059,1
1970,0
4176,0
73,0
3173,0
2604,1
2880,0
1252,0
4394,1
1894,0
2598,0
1864,0
1461,0
4603,1
1181,0
6344,1
488,0
1124,0
1257,1
1541,0
388,0
3065,0
3919,1
6252,1
2211,0
1290,0
2510,1
2995,0
4957,1
6674,1
455,0
815,0
1086,0
2920,0
2638,0
3130,0
6828,1
6825,1
1279,0
4700,0
1429,0
2777,0
2222,0
352,0
4419,1
5280,1
3719,1
3389,0
3873,1
2082,0
1203,1
1405,0
6054,1
1699,0
1705,1
2913,0
4718,1
6415,1
6153,1
1274,0
2207,1
163,0
2047,0
5661,1
3280,1
3360,0
3688,1
6464,1
6664,1
408,0
4238,1
4118,1
5971,1
5101,1
641,0
5959,1
1343,0
4480,1
888,0
1557,0
1085,0
3927,1
531,0
3008,0
2447,0
6689,1
6896,0
2767,0
1671,0
2109,0
1148,1
4882,1
3166,0
266,0
3763,1
6815,1
3736,1
360,0
1460,0
3421,0
952,1
2160,0
6875,1
1574,0
6226,1
3337,0
6296,1
5125,1
5427,0
1842,0
2208,0
2979,1
3436,0
5828,1
754,1
5307,1
1378,0
980,0
2100,0
286,0
3533,1
3088,0
1154,0
5175,1
1511,0
5994,0
4231,1
3261,0
5610,1
2191,0
211,0
6127,1
3164,0
274,0
88,0
2798,0
2324,1
298,0
4663,1
3674,1
6377,1
3776,1
5847,1
315,1
6261,1
2151,0
3288,0
3117,0
6517,0
2020,0
6075,1
2974,0
1275,0
2413,0
528,0
4404,0
1505,0
3598,1
5470,1
5230,1
5299,1
3681,1
1318,0
3380,0
4929,1
3034,1
2380,0
4811,1
6082,0
4311,1
2616,0
1166,1
4725,1
3471,0
5905,1
6540,0
6655,1
6094,0
2871,0
1222,0
5977,1
6810,1
4255,0
1982,0
5981,1
4020,1
371,0
3482,0
2131,1
3418,0
3424,0
1538,0
6781,1
2744,0
1553,0
4335,1
5525,1
2817,0
5916,1
618,0
2381,0
5186,1
4391,1
4526,1
4375,1
3524,1
2629,0
6779,1
4123,1
6274,1
2766,0
3895,1
1656,0
4818,1
969,0
1843,0
3024,0
3151,0
3386,0
6250,1
5046,1
1211,0
6027,1
1428,0
6469,0
426,0
4094,1
5574,1
4271,1
1923,0
4689,1
3395,0
6612,1
404,0
491,0
6411,1
3494,0
824,0
2542,0
3673,1
4943,0
2790,0
6829,1
3515,1
6130,1
6795,1
4969,1
1788,0
5466,1
2187,0
2145,0
4505,1
3246,1
1841,1
5047,1
5400,1
1209,0
974,0
474,0
3311,0
215,0
656,0
4596,1
3235,1
2519,0
1583,1
4634,1
6168,1
1130,0
3038,0
2063,0
6873,1
4592,1
4407,1
131,0
4347,1
5410,1
3566,1
1341,0
2184,0
6960,1
4743,0
594,0
6473,1
6363,1
810,0
247,0
5834,1
4374,1
29,0
1119,0
3363,0
4842,1
2792,0
4243,1
4755,1
6013,1
1974,0
4666,1
633,0
46,0
6280,0
4745,1
6030,1
868,0
4986,0
1320,0
6185,1
4923,1
1543,0
6138,1
4129,1
3559,1
5512,1
4217,1
2503,1
5153,1
3567,1
4693,1
3058,0
860,0
4105,0
2138,1
1984,0
4885,1
2310,0
2759,1
2531,0
848,0
1243,0
4713,1
4174,1
4270,1
5325,1
3045,0
1180,0
3460,0
4330,1
2371,0
2,0
6817,1
6952,1
1755,0
4011,1
5572,1
1048,0
5336,1
1418,0
5034,1
4491,1
6617,1
862,0
3863,1
6119,1
6723,1
2551,0
6922,1
2431,1
3797,1
310,1
1618,0
1092,0
1940,0
5933,1
3825,1
1229,1
4855,1
6615,1
5463,1
1733,0
6975,1
4759,1
3750,1
3063,1
5618,1
2622,0
1393,0
4838,0
4562,1
4349,1
6395,1
2834,0
5608,1
2405,1
3009,0
4122,1
762,0
5110,1
3890,1
6159,1
966,0
5696,1
3314,0
3441,0
682,0
4959,1
2546,0
991,0
914,0
5825,1
5568,1
6665,0
185,0
922,0
6128,0
4170,1
3556,1
6688,1
1619,0
1830,1
2484,0
3148,0
740,0
6179,1
971,0
2564,0
4915,1
3962,1
5560,1
1116,0
5805,1
156,0
2467,0
3860,1
831,0
5454,1
835,1
2825,0
502,0
6538,1
989,1
3937,1
923,0
2044,0
1980,0
249,0
3911,1
5152,1
2683,0
1346,1
6399,1
5995,1
3653,1
355,0
744,0
844,0
723,0
1976,0
2955,0
4340,1
2214,0
5394,1
6673,1
3648,1
3870,1
4488,0
5842,0
3292,0
5898,1
1258,0
2988,0
85,0
746,0
5276,1
1867,0
1315,1
5197,1
3898,1
5008,1
962,0
4650,1
265,0
2428,0
4116,1
3086,0
3139,0
2069,0
4202,1
4533,1
1800,0
2235,0
3543,1
3062,0
2212,1
6814,1
4266,1
6592,1
1985,0
1371,0
2122,0
5772,1
3907,1
6719,1
5254,1
5223,1
2057,0
6717,1
5663,1
3947,1
2058,0
3711,1
2904,0
4922,1
3838,1
6284,1
6932,1
284,0
95,0
6677,0
2664,0
3955,1
3442,0
5960,1
6879,1
2649,0
6512,1
2280,0
5536,1
2521,0
3613,1
5931,1
1284,0
4022,0
2003,1
5346,1
2153,1
3764,0
2239,0
3932,1
6001,1
5352,1
4151,1
4578,1
43,0
3956,1
5917,1
5639,1
4416,1
5437,1
2802,0
3089,0
5127,1
6392,1
5533,1
6287,1
4333,1
5893,1
1809,0
1003,0
3859,1
5148,1
2393,0
1076,0
6503,1
3855,0
3412,0
5982,1
5295,1
300,0
2898,0
2507,0
942,0
6164,1
2370,1
1259,0
6089,1
2522,0
3156,0
4559,1
4101,1
841,0
1868,0
326,0
2436,0
6109,1
3208,0
6495,1
1464,1
4988,1
3131,0
2061,0
4790,1
4483,1
2571,0
3103,0
3333,0
603,0
4938,1
4418,1
5963,1
865,1
1890,0
4042,1
6430,1
6716,1
5561,1
3367,0
1280,0
830,0
3149,0
3799,1
1904,1
4551,1
4403,1
2050,0
1302,0
328,0
4849,1
1704,0
2493,0
6929,1
4025,1
5814,1
479,0
3629,1
1175,0
6406,1
2957,0
4010,1
117,0
5653,1
2862,0
879,0
1029,0
466,0
5464,1
6064,1
6515,1
3083,0
5294,1
5452,1
1901,0
1975,0
776,0
4664,1
1786,0
6271,1
6101,1
6930,1
5188,1
5353,1
84,0
1665,1
3487,0
5184,1
2789,0
4851,1
2143,0
2199,0
511,0
3209,0
731,0
2220,0
6160,1
4626,1
6197,1
4861,1
5575,1
2783,0
2002,0
5457,1
6798,1
3666,1
6381,1
4470,1
1633,0
6276,1
2757,1
2859,0
1184,0
5810,1
3122,0
3184,0
2055,0
5889,1
4334,1
4083,0
127,0
4450,1
164,0
6631,1
1510,0
3199,1
6850,0
1319,0
5587,0
2540,0
472,1
1997,0
18,0
3952,1
2956,0
2042,0
5158,1
2137,0
1025,1
97,0
6968,1
5935,1
3114,0
5119,1
6110,1
2835,0
3161,0
5940,1
449,0
550,0
6638,1
4372,1
3744,1
178,0
4529,1
3654,1
1340,1
6801,1
3548,1
5775,1
3520,1
1591,0
5739,1
1516,1
741,0
4963,1
1769,0
6481,1
483,0
6561,1
2810,0
2021,0
6926,1
1910,0
2485,0
6240,1
780,0
4644,1
6059,1
77,0
4878,1
1889,0
5103,1
6903,1
6455,1
673,0
2203,0
4782,1
4971,0
458,0
2865,0
6085,1
6006,0
5363,0
752,0
121,0
3637,1
699,0
2924,0
6208,1
1492,0
6911,0
5540,1
1948,0
2086,1
3365,0
31,0
2154,0
5846,1
6167,1
2758,0
69,0
1449,1
5215,1
6777,1
3175,0
3627,1
3877,1
5286,1
3959,1
6643,0
3221,0
3146,0
1531,0
4501,1
5338,0
2432,0
4361,1
3574,1
5554,1
3182,0
1912,0
504,0
339,0
4910,1
3580,0
6552,0
798,0
5026,0
6443,1
4840,1
5074,1
6562,1
6733,1
61,0
1775,0
5698,0
2845,0
6910,1
2460,0
6948,1
4237,1
6748,1
1567,0
4289,1
4742,1
6177,1
4456,1
2848,0
1689,0
4153,1
2986,0
2419,0
4454,1
6613,1
1568,1
3965,1
6212,1
2339,0
2094,0
5019,0
2041,0
4373,0
2200,0
6935,1
2272,0
381,0
3864,1
2412,0
5547,1
3912,1
1390,0
5120,1
6681,1
3914,1
1952,0
4162,1
5151,1
2915,0
5835,1
6172,1
2342,0
4209,1
245,0
1439,0
1022,0
3233,0
5076,0
411,0
2261,0
1062,0
4212,0
6868,1
6634,1
4343,1
3561,0
665,0
6909,1
6511,1
4188,1
6919,1
114,0
3989,0
5472,1
2302,0
2477,0
3250,0
118,0
1981,0
2180,0
162,0
263,0
5690,1
5409,1
4342,1
775,0
4871,1
4648,1
5209,1
6357,1
4676,1
4940,1
5556,0
4473,1
651,0
3723,1
6324,1
1170,0
6447,1
3011,0
6931,1
3874,1
6924,1
1368,0
897,0
928,0
4772,1
14,0
2548,0
967,0
1106,0
6866,1
4336,1
3968,1
1254,0
2648,0
2923,0
6032,1
4780,1
4264,1
6934,1
1639,0
1133,1
6539,1
3519,1
1878,0
5811,1
271,0
1473,0
5349,1
1547,0
4310,1
6519,1
4440,1
838,1
5711,1
2195,0
1835,0
4891,1
412,1
1712,0
4438,1
5043,1
2795,0
2221,0
5853,0
377,1
1491,0
738,0
3377,0
3615,1
6446,1
52,0
4114,1
5405,1
2269,0
5094,1
3094,1
1389,0
3188,0
3478,0
3433,0
4191,1
5595,0
2309,0
3222,0
2590,0
1632,0
4275,1
3174,0
5694,1
4812,1
2976,1
4280,1
467,0
6680,1
903,1
6648,1
71,0
3217,0
6493,1
1898,0
5052,1
3995,1
6413,1
1207,0
2077,0
1590,0
2844,0
5159,1
5624,1
2205,0
2980,0
658,0
63,0
1838,0
4000,0
5172,1
3036,0
454,0
5479,1
402,0
5085,0
5541,1
1472,0
677,0
3356,0
1616,0
1251,0
1983,0
3425,0
4918,1
5059,1
3843,1
4931,1
1033,0
174,0
939,0
3102,0
4787,1
2587,0
334,0
873,0
2853,0
1486,0
6151,1
4293,1
296,0
6799,1
6703,1
5626,1
3845,1
5841,1
4218,1
3760,1
378,1
3110,1
2770,0
3918,1
4138,1
2210,1
2172,0
2599,0
2052,0
915,0
5967,1
6943,1
6698,1
4707,1
5867,1
2335,0
3820,1
956,0
5728,1
1887,0
6991,0
3717,1
4027,1
1182,1
6982,1
5004,1
4602,1
4452,1
1423,0
6970,1
2400,0
2892,0
5250,1
3596,1
1722,0
1667,0
2884,0
2994,1
4763,1
886,0
4056,1
5380,1
6693,0
333,0
153,0
5516,1
5936,1
721,0
373,1
312,0
1849,0
1622,0
42,0
2693,0
5067,1
6967,1
4618,1
417,0
4858,1
4753,1
6860,1
6523,1
704,0
732,0
6684,0
944,0
6312,1
6766,1
3614,1
6504,1
1806,0
1018,0
5565,1
907,0
1693,0
2791,0
4368,1
5589,1
519,0
814,0
818,0
3449,0
4830,1
1522,0
1638,0
6891,1
3557,1
6587,1
1700,0
3526,1
5217,1
3734,1
6272,1
6010,1
3046,0
1883,0
2592,1
379,0
3775,1
4003,1
2251,0
4439,1
2148,0
3726,1
2144,0
2566,1
6038,1
1803,0
6789,1
5357,0
3621,1
6108,1
5520,1
3967,1
1594,0
4328,1
4890,1
1706,0
6884,1
3790,1
1820,0
2562,0
6501,1
2559,0
4208,1
5095,1
6361,1
1582,0
2547,0
319,0
4321,1
5138,1
5288,1
3364,0
5545,1
6541,1
1763,0
5762,1
6472,1
2843,0
4944,1
4717,1
6616,1
2141,0
213,0
4866,1
4433,1
3497,0
803,0
6356,1
5278,1
5264,1
4132,1
105,0
4458,1
4946,1
5836,1
3805,1
2806,0
6509,1
4952,1
1465,0
2953,0
565,0
6979,1
4345,1
2524,0
1474,0
3236,0
2829,0
2502,1
317,0
1200,0
5203,1
2278,0
652,0
70,1
5763,1
2658,0
1174,0
1088,0
6950,1
410,0
4064,1
6859,1
2386,0
5121,1
2091,0
4635,1
601,1
5428,1
3013,0
4792,1
5530,1
2219,0
2465,0
5858,1
837,0
3325,0
624,0
1627,0
806,0
4978,1
5580,1
3115,0
637,0
423,0
4823,1
1996,0
4472,1
4620,1
2486,0
6619,1
150,1
3109,0
1580,0
6045,0
5870,1
626,0
3002,0
4601,1
3796,1
5941,1
3481,0
143,0
4813,1
2574,0
4662,1
4014,1
1880,0
6584,1
5251,1
3452,0
6318,1
3605,1
3342,0
5527,1
6718,1
2171,1
6282,1
4975,1
5171,1
2780,0
4720,0
6923,1
2832,1
6972,1
5462,1
2230,0
617,1
1324,1
6078,1
690,0
6773,1
2288,0
3302,0
5785,0
1350,0
5837,1
6602,1
2729,0
5926,1
5782,1
5788,1
4561,1
1187,0
1191,0
145,0
6350,1
3572,1
4420,1
3742,1
1762,0
3800,1
4802,1
4810,1
1834,1
6861,1
1111,0
2127,0
4997,1
4783,1
6310,1
5726,1
2277,0
3795,1
2499,0
6035,1
1824,0
2788,0
4196,1
4386,1
3827,1
2492,0
878,1
1455,0
391,0
4182,1
2283,1
2714,0
5371,1
5619,1
2958,0
475,0
1694,0
1295,0
2092,0
3050,0
1137,0
2072,0
5331,1
832,0
591,0
4658,1
5716,1
3592,1
5731,0
109,0
5256,1
4318,1
1052,0
1311,0
6199,1
668,0
253,0
5168,1
5715,1
5588,1
2690,0
4641,1
6621,1
5045,0
5667,1
843,0
4159,1
4509,1
6528,1
3374,0
3394,0
884,0
4547,0
5354,1
3996,1
4752,1
1879,0
5677,1
5582,0
1485,0
5423,1
2417,0
2737,0
2267,0
4173,1
3368,0
6165,1
2808,0
869,0
2468,0
3893,1
6343,0
450,0
5115,1
5656,1
1979,0
696,0
1741,0
3718,1
811,0
3284,0
2189,0
5006,1
5617,0
5145,1
505,0
3303,0
405,0
3640,1
6461,1
183,0
6867,1
1876,0
5813,1
609,0
2674,0
2033,0
3981,1
6629,1
6422,1
1968,0
6774,1
20,0
2218,0
5521,1
5686,1
2224,1
327,0
3270,0
2518,0
1874,0
6633,1
5984,0
4362,1
5986,1
6759,1
1756,0
2178,0
4961,1
6936,1
3410,0
6863,1
489,0
606,0
3212,0
2464,0
1738,0
152,0
889,0
6927,1
6423,1
3082,0
269,1
96,0
6354,1
3824,1
6713,1
5060,1
3885,1
1799,0
4967,1
1572,0
4628,1
1067,0
5195,1
2760,0
6221,0
6407,1
715,0
6293,1
4059,1
5708,1
5634,1
6947,1
4565,1
4660,1
1798,1
461,0
5373,1
2944,0
1795,0
1869,0
5489,1
1345,0
4791,1
5271,1
5848,1
5024,1
1214,0
6730,1
1372,0
243,0
4039,1
2799,0
1679,0
3850,1
1312,1
648,0
3238,1
2643,0
4409,1
155,0
3428,0
3453,0
1303,0
1150,0
3047,0
5897,1
1046,1
1640,0
1306,0
1927,0
5591,1
3439,0
4121,1
2244,0
3136,0
15,0
3538,1
5417,1
4979,1
2669,1
1360,0
1844,0
3098,0
1612,0
497,0
2840,0
4611,0
6962,1
3633,1
1478,0
5507,0
1095,0
542,0
6600,0
4729,1
4074,1
431,0
6771,1
728,0
5384,1
6353,1
4412,1
6016,1
2561,0
1337,0
3606,1
2877,0
4415,1
1031,0
6121,1
6285,1
1110,0
1888,0
3550,1
1527,0
753,0
3049,0
2628,1
562,0
6542,1
4764,1
3562,1
252,0
2516,0
2962,0
4453,1
5374,1
5396,1
1202,0
3462,0
6652,1
2797,0
4225,1
144,0
5056,1
2895,0
2763,0
905,0
5192,1
3980,1
235,0
5157,1
