,Price
2132,155032.8752
4152,486223.6836
3350,124464.1959
460,169634.2876
6135,580161.3982
2007,123457.3985
6080,327285.1714
267,207001.6902
5796,385041.5546
3767,358905.9131
2873,263045.3486
2971,228370.9642
1521,250913.9224
679,171563.133
4278,753468.7968
817,255148.639
5100,452654.1891
4827,592114.7018
3998,321152.9688
4084,435576.1234
35,159738.251
2282,105336.1581
3803,330090.5606
6202,578788.0282
1291,150555.0477
1,155586.0947
2399,222228.9304
4236,392351.1221
1752,139838.0712
4137,507060.376
2761,249085.6337
4095,529933.9121
5301,348619.8053
2719,143643.5966
3920,317035.3403
4767,479896.9346
6659,576324.4477
4734,365013.7557
1103,161470.8323
561,267429.0804
5048,428612.4647
2014,201706.6066
880,197659.0477
3741,320569.0269
1787,263032.174
2672,242757.0393
1008,259098.5476
2990,278669.5552
6647,582774.318
6526,365330.0965
1426,195540.0416
1120,199506.893
3511,429178.0547
5089,376348.9809
2166,177071.275
3707,305549.9909
1195,177194.0105
5003,665295.7983
4521,402228.346
2517,229748.6649
5204,381219.9857
1330,136578.7197
4484,322956.9633
5407,482617.6292
4380,329972.2498
6146,312594.3837
4821,303351.4472
6531,516382.1541
2659,177950.6854
1420,132566.4047
3597,323473.5061
2179,140612.4978
6839,398607.9416
3756,530438.3597
1721,121001.2676
2541,246420.5807
1231,105967.4529
4684,379378.2464
2206,250056.3135
396,118318.5553
6998,343397.9756
3656,339942.7401
6217,313470.0031
6433,420008.0172
4276,458131.6722
1535,191113.1065
6125,332036.4027
6198,335756.0143
3165,172082.2746
3987,316473.2471
3119,259399.4509
1959,140569.2476
613,140842.3883
290,212176.5091
4487,322815.7941
5606,458228.8181
990,217778.2459
3244,114033.9786
2360,102686.4687
5593,288870.6199
5107,396697.5594
5607,299089.7759
3988,381979.7939
3576,450120.2274
4469,306963.0262
2287,111788.6598
650,198803.6428
1559,173388.9812
2970,147605.9
487,260661.6555
2573,274839.1916
3398,146907.4989
5213,343291.7696
1772,156291.7125
4583,429059.6586
2290,169087.4955
1678,276244.1398
345,185176.1107
1313,278062.661
3431,249253.7187
6222,543564.0333
4598,575720.6344
852,91076.81329
6259,313587.7653
6731,358474.0473
92,195228.6598
4523,393215.7564
6836,304931.3849
6069,575483.7131
6228,290802.8624
2961,204151.4319
4865,305869.2898
794,197516.8211
5386,320483.7395
2440,225513.7332
6620,429336.5244
2316,223038.8672
3861,316592.6204
2390,236439.5814
3472,185347.049
6448,363161.8753
6890,420101.7661
5139,324596.3112
702,241756.4496
1774,138310.3571
4966,377092.29
3716,310011.5463
4801,347992.3326
3276,157531.1689
5001,344911.5591
2941,174330.6463
2743,218627.8816
5660,340917.3854
5016,436066.8884
825,270401.0649
3224,254658.8327
4748,294658.1949
4927,307601.6817
5833,280460.0013
1525,264441.7319
2491,251463.4563
4044,493676.5673
5181,601712.3569
3594,468984.6839
4486,439069.212
5027,480128.732
6742,596002.3773
430,112204.4099
4527,337003.2336
2543,153535.3657
6986,475486.5339
569,150396.4581
2249,246854.8355
4489,459398.3591
3225,228166.625
1015,212746.8088
4779,321821.2618
6376,542981.5677
6645,287057.4606
1739,202878.4811
1128,198672.4582
2102,106297.8135
4809,431395.731
320,107131.8222
5236,449851.6157
6378,518778.2562
4638,376348.1229
6264,419409.281
4288,329648.5927
632,273234.9181
577,256483.9589
6004,432899.8862
2925,115898.4252
5090,328445.3249
1080,211818.7781
5114,281207.9236
4466,416626.6304
3849,413947.5455
6263,361161.0422
6598,287497.9485
5700,313652.0388
1855,156171.1634
4376,498747.2237
2426,177463.4998
1917,136794.6888
3770,283028.7124
6490,562257.4662
5086,402828.9072
983,237834.0921
6369,379773.8959
1675,186324.8193
785,255488.3252
5469,435573.3916
4728,281735.2741
2762,113768.0565
1973,277934.3181
3181,223898.8248
3720,545576.5566
6988,368504.035
3735,338905.9794
500,212264.3216
5953,399822.7895
363,222960.7761
2117,170926.4381
2905,189391.0331
6871,519447.7747
1361,145622.0632
292,272823.1207
2583,147745.9663
3315,200198.5874
6668,694486.5215
6019,283536.741
1682,233132.906
93,136881.3897
5727,325140.5748
5247,668152.1142
5262,376807.9552
6662,375807.7968
5078,342316.4267
6958,300214.8036
2078,197633.9779
859,154377.7289
4329,381701.4755
279,109704.9949
5149,336680.312
3816,620881.7003
2705,242450.3356
1939,215651.3935
4544,427600.4758
6653,685133.8945
1956,276584.3605
4655,633005.2522
3202,220567.8738
2437,155913.4548
5063,816228.0597
861,196785.7624
6028,372032.2221
938,240893.2553
2135,106660.6252
2056,124550.5489
6,169471.5239
1063,208322.3964
3761,464796.0271
5839,560479.0962
3841,500642.8657
4951,460767.3315
5633,371205.3039
224,215501.7223
4541,486352.0095
1523,161625.0268
2388,276254.3653
436,269144.7304
3665,668647.8979
6360,296393.2571
1043,114322.0427
1358,270705.4256
1826,218544.7836
3105,258308.4169
5022,427431.2759
602,164053.6481
6123,283758.8869
6900,630928.0722
4905,404300.6422
6575,401614.5246
1338,254413.1466
4853,633745.5071
4124,344194.0908
6385,441519.1742
1853,224003.9849
3886,333690.06
768,276203.1453
1308,210127.892
2079,159697.2896
2596,248086.4852
5794,315108.9475
5539,375267.7952
5861,501007.4446
1336,126350.2557
3765,354907.8477
4007,300052.9435
2104,219115.0432
3043,125751.5402
3833,305092.5135
1931,184064.8596
3327,197878.8468
2916,176181.3239
6870,407908.1051
2997,262995.1233
464,125238.514
6171,360383.6609
568,247871.7929
725,166410.2939
4331,481998.8766
1818,214599.2362
1526,125356.8514
5030,350619.7241
1964,150330.041
395,235149.0994
2279,249026.8006
5754,466005.3147
660,215208.6958
813,138631.8265
2101,98573.58358
1143,238164.0926
1035,255996.8651
3942,536763.4995
25,227867.0347
1823,277814.9994
4097,392663.8886
2457,224345.928
6920,392453.3512
6292,297285.8169
3467,238735.4337
1815,182488.3861
6699,474627.2892
3107,158586.5965
5500,625748.35
1962,169045.8255
1765,91371.00617
773,201849.2072
4026,387469.6642
3835,334222.911
5725,306732.7233
3960,314726.1984
6819,439281.9156
1153,164571.114
201,167279.1021
5538,436602.8189
2070,120656.4199
1986,186119.9462
4312,650855.1678
5113,651713.0347
5123,330678.6526
6894,391482.9572
5808,339282.0108
5199,520671.8883
6568,374504.0333
5362,551473.0718
790,226404.3435
2346,273206.7468
139,239145.3146
1886,232294.7133
338,261593.4921
260,266620.3033
36,266242.4441
719,145967.6379
4513,286069.083
5586,293364.156
6772,354100.9924
4350,343116.7513
376,245612.8604
2525,168395.9918
3642,384455.619
620,93105.94989
2653,122305.3568
3147,229456.1673
4211,371386.4164
1107,166443.2347
2618,198393.1279
302,105902.3322
1075,177964.3186
5992,360765.3965
5643,580954.2869
6120,394354.3472
6311,331024.3962
4714,361173.5942
362,225737.5059
6063,288153.2503
1565,212778.75
3531,391309.264
5187,279788.7275
733,108832.5773
953,92601.95258
481,239449.537
6937,484361.1995
2474,116027.4198
272,273769.0828
6183,379439.6595
6893,284914.3038
2881,265397.8247
6918,298957.4967
4046,312296.6703
5169,395737.0034
6316,358954.4705
709,209285.2461
5903,564601.8115
5261,382919.7319
4013,301183.2875
2849,238598.1583
4445,288566.7654
2861,223068.5627
130,111227.1716
5431,293386.9158
2950,142740.4811
5599,298360.0431
5526,370472.503
4723,479621.8666
1365,148899.3633
490,217355.5061
4771,401135.7425
89,256531.8918
1635,201588.9212
1992,156320.3125
3865,352120.6362
351,150205.808
2234,197945.8787
3075,255046.6856
1218,262977.1506
3789,458236.3894
6073,375354.3711
3925,336276.9028
1942,224401.1229
399,249306.0817
875,200522.0759
6116,339540.6449
6969,509827.0368
1049,152833.1358
4500,455583.0637
1821,171058.31
1100,219396.4462
6124,406831.7743
4381,327448.2674
2024,185708.2598
3475,247071.616
6882,358729.7227
137,244700.5513
3113,209382.3033
421,151889.2561
5812,323164.5796
1401,200630.6172
4800,475149.7195
2083,171418.0448
963,244475.5565
3808,571365.9853
3211,137956.9998
1101,94117.79348
5901,475681.4227
5495,358917.8559
2515,240045.8232
6017,323646.6032
2535,104345.7119
2738,97646.83316
5068,307377.3826
435,261345.8061
4907,428899.4386
2303,143269.7371
5820,590190.2551
829,120929.0389
788,210357.1794
4770,317480.6157
5219,366259.8287
4749,666173.327
4887,615051.4825
456,257858.5181
5684,286044.0372
2073,104494.1398
3060,225754.0051
4647,303853.3608
1451,181396.4881
3176,237167.5462
3581,939276.434
1105,112495.9077
5597,563818.5624
1770,268381.7089
398,179974.6589
6347,292193.1024
797,127058.6412
3658,308210.9175
6841,306655.055
6696,485993.7025
3220,126778.5049
5806,327234.425
4974,301419.9178
3409,179792.2036
1458,217815.5226
1664,207562.4052
1334,200794.2658
755,245220.0589
65,239822.1002
177,198059.0707
1747,217171.6912
6432,323996.8858
4143,542943.1356
4140,485113.8642
26,205562.6791
3051,206841.4109
525,212345.6267
5397,353108.2819
3301,161135.927
4535,620761.0913
4300,346232.2238
5242,402197.8271
2369,264833.5258
3663,691793.7395
4023,523320.7973
664,209402.4015
3941,357602.8609
3229,268209.7012
4605,343053.3563
2456,153056.5317
1221,235289.3911
1742,115823.421
4884,304631.685
332,187448.5882
5871,377464.8036
5999,492336.0882
3891,439736.5995
5093,404481.797
598,216757.3556
4895,348826.7801
5266,649144.8176
2434,164642.1452
5962,474191.9659
1459,132388.1021
146,139107.5279
1415,192507.0224
739,203073.0997
3823,432711.3006
228,231338.412
3076,223834.2497
6666,424946.0457
498,263088.4075
7,265497.8918
1977,91917.87657
902,225046.1016
4686,445208.1466
3379,118005.4383
5244,312782.8059
5563,438926.1957
370,242853.308
4844,306739.1784
2365,105964.3135
2701,220214.6421
6034,510710.9186
1237,235371.6686
3643,424643.659
3286,170641.265
1932,118420.3323
5616,354011.8775
1219,137573.1292
949,220880.9254
1717,87592.69696
2183,176664.6209
4030,339351.4185
2576,167169.7473
2325,200364.2045
3585,338485.1269
5506,520032.12
138,266670.5158
5578,313547.4323
2017,144004.2554
251,254840.1404
3784,500296.9494
5683,439405.5189
1090,183672.6861
2016,278318.661
3372,109291.8156
4875,351914.018
4305,439868.0525
3846,506088.6728
5786,405574.4351
912,278518.2929
2863,218545.0964
2415,149750.1131
4471,312785.3969
1281,164736.9291
2682,177184.5331
5447,356754.0484
2307,186999.0163
2118,270472.6964
911,251042.806
4442,422776.1832
3432,119279.6245
5779,373527.7319
2158,183107.5642
3584,313323.3904
2670,116897.0428
3450,277499.6342
1241,266981.4133
1089,176391.7665
2977,140598.8579
4194,485170.8378
158,128433.5857
1708,198085.8702
2425,168283.7713
936,197659.791
5112,356639.1253
1829,181429.723
6037,585482.7727
6593,319296.6176
1250,113695.3777
6807,324888.5534
1108,200772.9864
6635,410357.2197
736,213777.2447
3604,657127.9763
3448,131819.8828
954,177858.1949
3155,269419.3537
5638,409150.0566
283,178832.3372
6992,498000.8251
2753,268929.6573
3245,193324.0549
2066,156166.44
1978,180250.0277
3974,323789.908
1792,254143.551
5391,323022.2186
6641,445125.9499
6242,1045707.039
5773,442637.1756
4185,527678.7966
3197,195341.3991
4889,699531.7831
2005,177518.1051
4667,370224.1326
6642,285644.6181
2475,189805.7933
4193,525873.6076
2787,267071.2183
6386,341905.6708
3826,318574.8172
5021,298930.5856
892,153457.8801
2644,265184.1466
6877,407161.2967
5185,487725.8608
4573,278722.1254
4563,284402.3429
1725,181831.7142
5116,315298.5475
2051,182354.8625
6322,309066.6847
242,110450.8527
5600,434904.4448
3951,1024519.119
6444,301531.291
2046,264221.5762
3900,453631.532
403,116678.9211
6491,456091.1396
50,196234.218
6113,339200.9901
4089,752492.1903
4229,326152.9331
5312,596790.302
558,202655.5484
2774,111070.1369
4793,293761.1775
1208,142179.8808
5166,441797.6611
1151,171020.9746
9,148126.1958
3755,316604.0103
1707,195394.9212
2593,218833.1818
4777,645131.9324
5829,362670.4233
1614,175648.9446
1071,212593.3699
6889,383859.4941
5402,325747.0083
6656,374402.1233
716,182718.5298
1896,175214.5163
6359,391819.4093
3262,99936.5567
3444,264591.9065
4175,509396.2491
4425,434616.1834
2123,274760.2602
318,182751.0539
5042,667307.0133
4133,338734.8157
1672,245825.9151
5118,392429.0313
4645,401983.7276
4128,509865.6213
3635,397345.969
427,244113.9497
3426,107197.9481
4158,565634.5769
2536,194939.3225
5161,419292.4776
2591,185130.3115
546,123193.9487
5404,335479.1449
262,176632.1144
254,241697.619
2533,207393.2342
6961,380064.2378
666,271185.4808
6106,287671.3808
171,157110.9364
1176,260957.2328
5084,408102.7685
3125,168100.8249
1482,225913.5844
1906,254894.2626
4695,283743.8872
4850,837806.1976
5534,374997.0191
1900,237290.0276
3343,128107.9482
693,115156.9002
4309,288091.6363
6105,339707.7197
6649,415807.0875
4314,557363.1589
2115,154249.565
4674,280964.1246
6590,297161.0335
2096,271978.4914
4168,523913.4523
4731,377964.1922
4857,328886.6243
781,161003.0709
4504,590336.7802
6625,460665.7046
3935,521223.2561
541,212495.787
4804,651993.5077
5234,426944.4873
520,188491.6851
4028,288793.2703
2678,271838.2534
5928,643258.8816
3818,503314.3608
6811,349996.2652
2728,110050.8784
882,250513.3016
5674,487805.8679
6067,702986.559
6247,669899.8306
5562,387250.9039
5037,296187.9885
6921,331801.1473
6142,316262.8685
1171,155752.5599
4203,374382.3752
3158,254732.3594
1446,246250.2837
4476,477409.4396
4092,525579.2303
2636,196579.568
2838,135762.7724
3422,198891.1837
3192,168746.1723
1329,244045.5199
3757,358909.4737
6804,371156.6215
6768,309380.0587
4577,395342.5076
75,160474.9654
4478,451307.7722
826,244951.2147
6985,329381.1695
6196,340496.3677
2194,179713.0449
4758,323049.1251
5759,506658.1601
1466,139012.3328
2665,265790.3215
3783,380733.0623
5128,419852.876
2387,129666.8694
4716,472529.7265
6499,425167.2697
4516,291554.8425
5724,394821.0768
945,276946.0848
2190,110779.6411
6852,309154.0514
842,230280.9959
6207,508459.2489
4726,720948.6752
470,112697.6057
4192,516899.9028
2872,108071.4045
5973,296815.2986
3016,109258.2332
122,269316.6177
1592,150688.617
3329,254493.4606
225,244824.7969
5509,596493.3763
2803,209952.1873
1856,245731.7371
4863,829612.6819
6785,473517.8678
2677,155965.7046
6445,447702.5196
3077,203789.1138
845,273342.7544
572,115497.4784
2356,242020.756
5237,329232.3675
5804,534702.9622
3179,241167.3799
3232,239748.4523
3672,649626.5373
2481,162099.2676
154,216365.0686
476,239314.4644
4668,633611.6607
3710,722574.6253
4399,309291.2277
3087,116809.1831
1690,232685.5868
278,237711.8506
526,228863.4452
5104,394713.9116
6157,662215.8511
4950,822630.8227
6945,372908.5072
1087,252869.9017
6161,295342.0273
382,205364.9148
1099,210386.9226
4273,792902.0333
5135,403545.9514
2530,127334.7909
3237,171925.6082
4775,406482.6391
5182,302507.2463
5071,364932.4281
6572,375795.8439
918,244580.9873
3032,226594.365
207,278686.3938
5934,562834.5465
4712,513018.4992
3168,239373.3608
3401,257144.2688
4968,629971.2026
6117,500877.557
4989,650465.8666
3739,554555.2712
6026,316276.3761
1215,230680.7247
297,138047.5627
1490,178033.013
527,244754.6816
6134,283570.2735
442,226658.9276
2120,165611.8879
3532,293993.3106
3732,748256.0279
3529,443253.3088
1138,173014.2408
4387,377986.588
536,106891.5287
5193,285629.8997
6849,292801.6032
5368,393769.5176
5679,285174.082
2374,241370.1502
3523,321465.721
6657,653098.2287
5604,453458.35
4441,301173.9556
3416,256411.2358
1836,151346.0076
3373,176184.984
2453,240155.1237
5259,382450.2242
167,173320.6069
2008,167505.027
6417,599887.6946
47,203564.234
2201,226085.6429
3689,431806.1057
4685,427831.505
397,166979.9417
1507,127009.0827
4295,478380.1245
2612,189599.5983
2004,189162.786
5776,468140.4991
5378,374267.3556
6302,298794.561
6215,300770.4502
986,147211.5983
6654,292000.4039
6394,343771.9532
1434,202333.7397
2532,189604.2308
6518,490302.2082
237,247148.1142
2119,211546.9364
2286,147113.2338
5680,286517.6173
2114,93963.58358
1104,215523.7457
1782,98930.37526
802,172170.5016
6020,371056.8776
6705,586566.5032
3641,581250.1542
2421,172043.805
5723,301692.7603
3084,146166.2415
3976,400168.3896
5592,502261.871
1737,278569.6882
5081,329273.5299
347,196708.7074
3730,576780.8894
3887,446542.03
5882,544311.6782
6136,638951.9941
4932,403181.998
34,105444.823
2245,138602.8269
3247,278796.2627
4078,368599.2912
1468,126108.4073
5899,433995.0296
6163,492566.1352
564,181434.0593
4829,543530.4933
5781,415681.7376
3778,289804.9546
74,210429.3823
855,117006.0878
309,99796.15875
1780,216691.1785
282,186050.0754
4371,504297.1783
6237,533047.0772
3306,100454.2202
547,243947.2442
1945,214089.6239
3754,339797.2043
6288,410505.7881
4117,312135.2372
1570,138517.8481
2581,149241.5454
1158,231233.8333
1680,203731.6781
720,208002.2829
291,98488.29438
2931,123582.7738
540,263745.9375
465,267934.4178
2232,208361.4597
1036,257820.883
4822,344017.9281
4397,571347.0956
1047,165322.2964
4104,414467.0282
5790,387918.9435
2315,263012.9653
4954,539096.1489
4502,494924.5852
6603,325649.7834
3921,341377.1702
60,248189.6232
1599,162230.1013
6973,465740.0164
1189,235726.9397
3536,861623.6157
5522,372258.5187
4930,559270.6017
3564,660109.3536
5954,368139.5903
6456,421524.3866
2443,106135.1287
3215,157820.79
615,166427.1753
535,162549.3752
5570,354867.3422
6281,350775.5173
3402,278236.9864
4510,530691.8255
4351,608847.1727
4824,856276.5702
581,213261.663
3485,143482.3805
4549,448315.3875
195,276745.1316
1263,119083.0675
172,271626.442
4766,738479.0872
2822,161515.2686
3740,342470.7477
5347,426827.1371
3457,172557.2552
2870,151985.0457
2569,225946.9245
924,226612.8674
2750,244027.2836
1013,170927.4512
5355,453381.6964
6283,368225.0555
1173,185058.3866
1562,112494.5377
2597,208961.4829
3495,185795.1425
1641,212162.2289
4657,340697.6327
5343,421588.8578
6776,328263.1244
3498,170728.7881
1430,193712.9455
1760,276203.9201
4426,340434.0506
4656,476841.0151
6569,304035.9851
5985,312456.8833
78,115916.9002
604,223181.4722
1239,243166.5359
5370,480393.3519
415,157550.5442
5366,398329.3149
3021,179621.2942
6143,353073.7393
982,124342.7351
1164,176071.022
1779,257834.9712
5874,402029.5958
6574,366320.0461
4049,380313.1506
5252,429335.8056
5411,308120.0689
586,194271.1537
595,202973.6518
1811,171463.446
812,203340.639
1949,131753.1986
3118,208564.8321
6678,718874.5015
1167,271609.5495
4444,341871.6704
1930,191792.6936
3801,345974.6345
4796,373346.7227
4630,284128.3875
220,125330.8811
5321,463176.9846
1065,131183.6791
5442,388066.3842
1692,200664.6325
4432,320559.6601
4323,453167.7797
2013,238694.5995
6601,290997.8478
3357,210733.5129
5293,348780.2029
774,114500.6397
3383,176735.2473
305,178287.6262
3552,515034.703
2959,139508.8518
439,122833.9709
713,200372.4571
6412,443216.9696
223,186836.4341
3157,247938.1754
3549,329468.1081
5426,283376.6543
1024,226944.7235
6480,320726.3276
1082,246864.7171
2727,222835.941
4503,475850.3779
2293,240192.4531
734,158545.4049
1674,152757.5791
4339,484959.3802
4925,485272.1414
3256,139344.0338
6087,482017.4676
3844,290681.4959
3190,235370.7429
5379,592878.0164
3378,190078.5479
6858,626772.5555
2113,121280.246
3255,174489.4337
1643,244843.6422
357,195135.8534
530,171144.9269
6743,317623.7007
5082,324141.5167
1093,182395.2099
3560,329886.498
3185,100335.4517
4632,451761.6713
5422,637118.2194
6646,575304.7083
5449,578259.3649
5478,303812.3481
2337,252944.9569
4081,480959.1294
5180,530254.5409
3503,357035.4249
6916,496358.2834
4560,348768.5642
6220,477165.3027
5200,395108.6609
6739,504576.2147
4428,321147.6717
1858,121579.7368
5974,571770.6133
6823,508161.7436
2424,163579.3966
3620,551667.0323
6233,360491.2038
6806,407894.8717
1366,206992.6136
414,122930.8342
3586,423017.0623
2330,105014.6275
3582,556413.2707
6580,344318.0144
2697,272814.9877
5625,646526.0787
5210,376579.2078
3958,430986.6528
6534,349391.2377
4995,282926.7594
6438,314862.9031
508,135240.9527
4904,385895.941
6778,461043.3516
2448,152213.1533
1781,220975.2677
3616,489889.2199
6485,291132.0389
4436,1046675.64
5198,320403.0603
4252,620643.526
3685,369969.2973
5117,655324.1759
1402,111989.9103
2818,139945.8921
1872,262237.5917
6286,423958.8646
180,223352.04
4012,331897.4486
4566,637302.6847
2173,122312.5598
2778,203826.3253
5925,294006.8647
3884,819202.2259
87,232398.5723
4856,354727.908
6190,791421.1359
539,98540.95607
3446,151676.3925
4691,442287.2356
4062,480474.4537
4697,341005.1752
3279,163287.2633
4178,428833.192
4876,365678.5358
41,238708.4293
5980,362007.6996
5932,611952.6394
6831,546443.9519
2846,265015.4048
2930,270841.8469
6846,313766.7632
5746,374408.3745
2383,182665.8412
1391,206442.1435
4149,390605.9215
387,216663.4381
1863,160967.1899
1327,253414.7142
6701,485449.7041
5753,451762.9087
6888,682957.6831
5484,448028.7047
1801,249025.7814
1955,276095.139
6149,314737.1867
4799,461615.7067
2595,273012.2059
747,189134.1212
764,129896.6858
5864,400707.8397
4155,296217.7279
4690,675749.7362
5824,350686.3764
765,277441.6937
1270,260961.0197
6611,798826.0426
3699,365843.4516
2703,150319.056
5475,316027.3456
5177,382106.8186
151,190662.9313
1032,103375.7614
2508,167794.434
1442,270249.3015
4836,389326.1707
346,223632.8578
3468,210741.0948
6853,323908.0938
2630,238200.4947
1670,171879.8716
5272,567889.104
4332,300827.0014
3307,229353.9442
706,195910.5248
5648,380217.0535
6452,829280.1212
3434,173180.6965
5735,371066.234
3670,373283.2345
1400,248492.4663
3159,173230.4008
2240,140335.5584
6848,432190.1311
4183,352065.9162
521,115019.541
6341,418385.4546
5682,367815.5967
4462,415007.0335
6328,302956.7209
1201,168204.3647
6373,428253.0977
5816,331645.9971
584,203962.6062
6492,419156.6199
1509,113545.7587
3624,458112.4045
3466,220514.6841
6842,557698.2794
5073,412388.0148
1142,249268.1619
4670,344987.0509
10,102478.8996
3510,545962.0806
3518,456965.1835
1658,148936.4237
2964,239682.4448
3006,214365.1076
5430,296296.8546
2671,223367.7467
3269,246670.9632
2099,257261.2663
3793,415701.1553
5887,361156.3934
3573,477659.6964
3213,218397.4733
3857,716433.5331
3366,178942.3661
4070,291340.4072
2276,96293.02236
1408,169656.4261
6609,792610.5784
5050,565338.9769
6483,422422.0922
3387,259240.2072
2910,265426.7808
1647,182972.2245
4625,344345.3157
688,198410.1318
3355,113299.4671
4669,422702.956
6236,380252.3536
4834,316639.2276
1677,115173.7373
1149,245781.3098
4005,380018.3714
4018,476293.4389
5108,293345.2468
1493,163298.013
6506,393815.2236
1323,101705.4364
4751,339088.6206
5097,559609.2095
6507,479347.3542
5275,297723.341
2946,278658.9998
5126,404176.0086
3193,147760.8634
2087,222574.6101
917,264828.2519
3541,355509.5762
3539,455877.0274
4528,284846.2384
3889,286637.4928
707,179351.7761
4550,436711.6125
583,127557.7162
2633,181325.5549
4004,407612.3561
6589,295655.806
6290,450725.5037
4694,363172.6963
5552,481706.3547
5013,295144.8944
6431,310836.675
2254,200331.3534
4744,305321.266
2321,263076.735
1636,199969.075
5950,338433.3133
4091,611786.1264
3686,469333.7639
1607,117803.0106
1569,101637.682
5517,584575.3763
3093,267549.2592
1808,262803.5963
2480,168961.3183
499,213896.1784
3684,354353.6387
4213,682875.7818
5443,422554.5828
5229,523767.7046
816,262495.0027
3445,241602.6037
4242,469711.9726
5866,343336.0697
6545,364752.9646
629,99267.04837
6720,354489.5646
1196,270462.6923
4414,354991.1055
5241,368925.2699
204,216433.4357
3120,210617.1296
3814,443378.8118
5956,461983.6949
6496,297382.5679
2650,157152.5847
2747,174333.5708
6971,337103.3805
3116,138546.8422
1754,228871.9721
4798,457562.5261
6210,288045.5479
6749,305738.6039
979,193380.8159
3528,414962.7495
549,149865.9541
6694,414343.7851
5494,539832.9873
1425,277466.3269
4859,386431.0385
3319,277124.1579
576,129672.0774
1452,196172.7438
5722,430033.2976
4835,299895.4757
5880,381405.3245
341,145540.6955
5216,332446.69
4867,532866.3387
6576,544753.5428
5092,364861.8592
303,234564.8609
3240,150695.0969
5020,527307.9088
5750,345118.1716
4983,340481.7284
2869,106525.0623
241,225922.8165
6096,552899.6883
1479,110427.8589
786,238883.7761
1597,127257.9956
170,107153.8993
3266,158162.5983
6418,517182.0461
896,95856.1153
1127,210136.9152
6529,608346.9181
2775,102435.3805
1376,143641.9416
4126,411343.6274
1617,270654.4502
1895,140708.0612
2129,176480.6397
5709,470714.7115
635,138576.4811
4617,536029.0706
6579,314543.1292
4681,364366.9774
5577,509360.4471
670,279007.9273
3978,293853.7085
5432,350743.6955
3214,118533.4498
2794,255571.3046
681,254274.2608
2312,235613.132
4031,695356.7368
4259,283082.2691
5531,297541.9988
3415,235222.632
3992,739123.5425
6158,571349.124
5160,514905.4143
5487,342611.5057
5886,551832.3252
2769,168627.5022
1585,104392.3698
6449,533541.3888
5838,557984.5278
1349,158795.2187
866,138503.6879
5717,446895.5184
6830,337815.4161
6364,349262.1615
6797,293436.3778
6457,359643.3157
1767,189735.9028
4294,497520.4481
6990,432123.938
6320,399718.2074
4678,503860.9955
6355,399813.4381
3787,491132.4585
6055,413645.5803
2557,174720.5016
5872,468030.9994
4733,401829.2799
5317,310568.5287
1193,165109.7744
2937,138983.7605
3180,239650.1284
1220,241942.875
3753,427689.9658
5265,478765.379
1194,253476.2673
2627,262871.0421
6707,379212.9742
5914,495124.7829
5747,336955.922
1698,253480.6175
5282,446113.4462
2476,133985.6069
4639,413029.4084
5465,288365.1523
485,173670.6252
6295,606503.4716
3330,118738.0677
2647,149161.886
5017,356729.1921
2281,182011.2419
1943,134397.8758
2816,219685.3454
3782,390743.2922
947,269536.7121
1489,135470.4414
1860,145554.5086
4643,561089.7191
1096,154910.4527
2124,112980.7449
4911,465002.1668
2655,277087.4016
5854,337620.1849
6944,374959.758
5415,353954.5232
2824,210757.905
510,132104.0494
4035,536474.0456
1861,188197.7996
446,144490.858
1359,265124.8389
533,239464.1044
3252,107426.5406
6695,427661.1892
2668,151577.0948
6571,470749.5279
3313,192555.8989
6714,377809.1796
2731,258489.1512
5970,622140.9135
1730,190004.3082
3602,337885.0451
4702,280106.8147
6463,396198.2381
5514,411587.6099
6547,529606.7556
6451,286157.5785
1688,233192.9191
5524,301642.0436
160,196840.4434
3940,340834.0191
4996,379684.6826
5351,308828.2779
2679,174828.6599
1551,125547.0981
6298,541235.5038
5381,486068.0823
3097,126288.3214
2225,203620.63
6670,323008.4069
4459,863863.8828
2601,191119.5959
2081,155158.3258
4210,305813.1243
614,267223.3677
4187,330214.4503
3837,579001.6333
4127,509505.0897
3970,608734.7679
5665,388416.6197
2001,174009.5459
2553,212222.81
5505,454502.9972
1661,266132.3364
6275,387343.3414
142,161330.406
258,227381.0904
1496,106645.3587
1602,176290.8751
2741,157587.7771
649,139974.2133
2323,135914.235
3751,600335.1548
970,216105.8736
5703,368663.1909
3007,150576.3355
6076,379773.238
2500,114219.9196
1363,129552.4041
3056,149122.5341
4366,341070.0465
6925,356287.0826
6368,350896.7547
1696,240714.5768
6141,485724.5886
2449,242858.6649
1911,220116.8995
4846,306219.2514
406,146485.2203
1805,145990.4461
1813,266635.8168
2933,125895.9984
6066,544527.3548
4408,329136.4279
3479,202655.5799
463,106683.0052
1223,110549.6391
4223,445395.1191
5649,368140.5532
3997,337678.9155
4199,326809.4335
4377,415436.8385
1631,191094.1163
683,169487.1027
2833,108820.2578
4900,739816.9259
1118,201435.0774
3459,269943.1539
2580,240209.1375
5529,293299.7552
3926,381307.9566
3340,215416.4879
199,141848.9918
2121,264770.1768
5460,349328.3292
2350,126326.4729
4135,552095.1351
4164,307857.6781
2410,233356.7843
4860,386724.8723
4142,498208.2619
2528,160527.0884
5655,371188.7216
365,275840.3174
2071,206005.8
6098,297613.6479
4383,524579.4399
3226,106573.5554
3031,221530.8266
3064,155525.584
