,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Floors,Windows,PreviousSalePrice,IsLuxury,Fireplace_Yes,HouseColor_Green,HouseColor_Red,HouseColor_White,HouseColor_Yellow,Garage_Yes
4881,2130.18,2.93334629,4,24.65,49.58,10.0,11.66,3.59,89.17,1.17,8.99,4.24,7.72,1,-6,950519.9398,1,0,0,1,0,0,0
2752,1887.43,2.436197581,1,272.29,33.59,7.72,26.8,5.21,99.9,0.72,5.94,7.46,7.71,1,0,278496.582,0,1,0,0,0,1,1
5064,1748.79,3.965920533,5,332.43,42.26,9.54,39.31,23.17,98.48,0.52,8.72,5.57,5.83,1,14,536730.7882,1,0,1,0,0,0,1
5106,1672.22,3.664116677,4,527.91,60.17,8.79,47.92,11.15,98.19,1.29,4.64,6.92,7.1,1,10,761087.4041,0,0,0,1,0,0,1
6375,1380.15,2.381345072,2,439.64,50.0,7.07,80.32,4.18,90.4,2.31,5.77,6.45,8.23,1,8,375009.5102,1,1,0,1,0,0,0
3875,1199.76,3.438765492,3,456.96,5.69,7.89,72.11,24.31,99.9,1.06,3.54,4.33,5.82,1,11,270109.6852,1,0,0,1,0,0,1
4485,1432.2,2.695580743,4,981.5,33.01,6.95,35.44,5.12,93.41,1.75,7.66,5.44,8.98,1,10,637977.8086,1,0,1,0,0,0,0
5028,1168.86,2.429073895,2,288.52,37.34,5.84,15.84,19.61,95.18,1.3,6.55,6.3,4.48,1,12,167034.1941,1,0,0,0,0,1,1
4341,645.07,2.012936551,3,910.19,15.49,8.49,20.42,25.89,93.21,1.16,7.87,9.51,6.12,1,4,314845.9394,1,0,0,0,0,1,0
4008,1755.32,2.403515741,4,436.33,29.83,10.0,8.94,9.56,97.08,0.79,6.9,9.87,10.0,1,14,872130.4597,1,0,0,1,0,0,0
2748,720.82,1.809550305,2,875.02,33.01,5.59,64.39,18.36,92.89,1.75,5.39,6.61,3.13,1,17,117689.5115,0,0,1,0,0,0,0
6145,1331.78,1.337384367,3,90.87,25.41,6.11,89.33,22.1,92.04,1.7,4.01,5.22,6.05,1,16,466426.9364,1,1,0,0,0,1,1
1903,550.0,3.818378675,2,185.8,18.59,8.56,75.0,23.3,94.46,0.56,3.34,6.18,3.82,1,15,181354.0317,0,1,0,1,0,0,1
6974,669.39,2.790546087,4,203.36,13.22,7.03,17.0,19.64,94.42,1.52,7.87,6.25,6.15,1,14,357829.8542,1,1,0,0,0,1,0
5691,1302.97,3.297728932,4,786.75,47.03,10.0,56.11,39.79,93.63,1.06,7.81,7.52,4.93,1,19,509892.6429,1,0,0,0,0,0,1
6741,1885.27,1.0,3,385.69,34.29,6.92,63.41,29.06,92.97,1.98,3.69,5.07,2.61,1,24,341604.2501,0,1,0,0,0,0,1
1524,550.0,1.995923924,2,705.9,44.28,6.59,46.35,13.79,92.19,1.28,2.77,7.48,6.47,1,15,213104.6161,0,1,0,0,1,0,0
3272,1007.21,1.0,2,363.11,5.86,7.0,48.97,4.91,98.59,1.48,5.77,4.97,8.03,1,11,42440.63879,0,0,0,0,0,1,0
6691,1393.1,2.702851865,1,461.68,20.57,7.23,2.05,21.89,97.64,1.53,7.51,9.87,7.43,1,11,194565.4093,1,1,0,0,0,1,1
1960,615.46,1.285770194,3,609.89,49.67,7.48,87.61,31.83,93.5,2.13,3.83,0.05,2.93,1,18,120043.7932,1,1,0,0,0,0,1
2027,1209.1,1.965199082,1,587.38,69.02,4.01,12.89,11.75,91.68,2.24,4.52,8.94,10.0,1,13,128752.3861,0,0,0,0,0,0,1
5972,1433.79,3.326509396,4,760.96,31.27,7.21,9.39,51.55,82.45,1.44,7.45,5.07,6.42,1,9,473123.4682,1,0,0,0,1,0,1
4939,611.55,2.680082585,3,846.64,35.99,4.26,145.4,51.3,99.9,1.94,4.57,5.04,8.3,1,20,252792.5487,1,1,0,1,0,0,0
3308,858.03,1.136053684,1,633.21,25.54,6.49,82.14,45.22,97.67,1.36,7.56,2.57,4.88,1,18,15339.11896,0,0,1,0,0,0,0
6514,1139.21,1.703168404,4,394.97,43.4,9.81,31.62,7.63,99.9,1.29,6.98,6.24,6.09,1,22,538301.9878,1,1,0,1,0,0,1
2902,719.79,1.552025137,4,393.87,38.4,8.38,39.52,16.56,94.7,1.47,3.71,2.0,5.86,2,37,108846.7941,0,0,0,1,0,0,0
4157,1365.18,2.109457614,4,1306.51,18.31,7.49,55.42,31.81,99.36,1.22,5.53,6.29,5.0,1,12,327989.56,1,0,1,0,0,0,1
5360,1047.06,1.0,3,621.55,23.45,6.44,61.2,35.56,99.9,1.36,4.85,7.13,4.26,2,29,178808.4069,1,0,0,0,1,0,1
4369,1498.46,3.019218421,5,289.49,23.68,9.52,27.92,20.49,92.28,1.71,6.29,7.12,5.87,1,10,628858.6991,1,0,0,0,0,1,0
5896,1277.81,2.58903959,3,677.44,53.05,9.23,36.75,3.54,99.9,1.22,7.53,5.65,9.06,1,6,741544.3407,1,0,1,0,0,0,0
55,862.01,1.758235302,2,249.1,0.3,8.7,33.68,4.06,87.54,1.23,5.96,6.21,5.3,1,16,87417.61365,0,0,1,0,0,0,0
5868,1451.42,3.155909723,2,414.73,50.98,5.63,7.24,14.36,87.79,1.43,3.3,10.0,5.63,1,5,558252.0006,1,0,0,0,0,1,0
1261,1197.67,1.376647524,4,392.26,33.34,7.26,8.31,20.22,99.56,1.14,6.51,7.02,4.75,2,32,234380.9466,0,0,0,0,1,0,1
2327,759.17,1.814926688,3,303.47,23.92,7.11,61.69,15.39,89.51,1.78,1.09,1.18,1.06,1,6,138752.428,0,1,0,0,1,0,0
340,843.57,1.312093736,2,540.72,47.61,5.9,66.24,32.61,90.69,1.19,6.05,9.84,8.0,2,41,56464.73526,0,1,0,0,0,0,0
3473,1438.23,4.013147031,3,1565.91,1.28,7.86,46.08,19.48,99.09,1.13,9.72,10.0,10.0,1,12,368304.0356,0,0,1,0,0,0,0
3506,1912.38,2.564632298,4,507.06,41.58,10.0,27.11,14.38,96.4,1.05,6.25,7.71,6.76,1,16,486523.6679,1,0,0,1,0,0,0
3035,550.0,1.287251503,3,288.76,56.21,7.16,101.52,33.14,84.66,1.68,4.15,2.27,6.27,1,18,61959.89971,0,1,0,0,0,0,0
1727,550.0,1.0,2,33.49,59.3,5.4,77.55,21.33,94.35,1.68,3.87,7.3,8.24,2,45,128026.5367,0,1,1,0,0,0,1
1325,550.0,2.424903324,3,297.04,20.47,8.59,60.46,9.02,91.46,1.16,3.77,5.33,4.75,1,22,7285.421018,1,0,0,0,1,0,1
4150,795.54,1.559321969,4,446.84,27.53,9.54,48.88,0.76,88.26,1.12,6.24,4.31,7.24,1,13,289854.3112,1,0,0,0,1,0,0
5707,1614.62,3.411054319,3,450.9,44.33,6.48,51.83,18.55,92.28,1.56,5.21,0.72,3.23,1,5,601605.9602,1,0,0,0,0,1,0
2018,550.0,1.647929831,3,536.78,23.87,5.85,23.97,32.78,99.06,0.69,2.57,8.23,7.19,2,22,142581.1367,0,0,0,0,1,0,1
482,1333.9,2.664107348,4,978.39,47.77,6.25,55.63,0.8,93.36,1.93,6.27,4.64,5.11,1,10,334283.3214,0,0,0,0,0,0,0
3811,1592.82,2.450304501,3,741.86,62.74,6.09,50.99,0.53,91.67,2.03,5.76,6.64,7.66,1,10,328393.3614,1,0,0,0,0,1,0
5131,1004.32,1.224511224,4,760.44,42.14,4.85,16.48,2.72,88.95,1.65,3.27,5.45,4.42,1,8,321353.8058,1,1,1,0,0,0,1
6751,1653.2,3.965119596,3,853.9,39.52,8.64,74.53,21.29,99.9,1.64,7.25,6.43,5.17,2,39,871444.6594,1,1,1,0,0,0,0
4230,1164.87,1.938732806,4,501.71,64.9,7.22,48.85,8.81,84.83,1.46,5.22,6.07,5.84,2,37,404157.5966,1,0,0,0,1,0,1
1810,943.11,2.144966864,2,780.54,38.12,7.46,72.2,21.59,99.9,1.6,3.25,7.08,6.75,1,24,121014.9423,0,0,0,0,1,0,0
3888,1259.6,3.021256655,2,770.83,42.77,3.14,102.78,10.14,89.18,1.61,3.89,7.35,4.95,1,24,356983.5141,1,1,0,0,1,0,1
671,930.28,1.0,2,2.75,8.77,4.54,90.78,45.94,95.6,1.64,0.4,2.1,4.52,1,15,64905.60061,0,0,0,0,0,0,0
6458,2019.13,4.588271561,4,1084.36,60.23,9.34,31.91,25.37,91.72,1.15,7.91,10.0,10.0,1,12,681630.8752,1,0,0,0,1,0,1
6419,1037.88,3.877598128,5,1080.55,34.81,10.0,93.84,2.39,96.31,1.44,7.76,10.0,8.39,2,15,348640.5116,1,0,0,0,0,0,0
1421,754.61,1.52018851,2,170.87,8.62,7.83,6.81,7.3,90.18,0.79,5.12,8.08,8.77,1,18,169050.7278,0,0,0,1,0,0,1
4248,2047.85,2.056134273,2,667.98,28.65,9.13,42.05,4.53,99.9,1.02,5.55,6.04,4.86,1,13,576056.9844,0,0,1,0,0,0,1
187,550.0,3.042368646,4,240.37,44.36,5.44,0.76,30.79,87.81,1.39,2.41,4.4,4.9,1,9,298070.1418,0,0,0,0,1,0,1
3039,550.0,1.0,4,568.72,69.23,5.86,86.15,25.78,99.54,1.46,1.66,3.14,7.24,1,13,-6084.476378,0,0,0,0,1,0,0
6729,697.13,2.22242201,4,430.79,68.64,7.91,84.78,10.78,92.23,1.77,4.19,7.66,6.14,1,5,232527.2587,1,0,0,0,1,0,1
1477,845.78,1.711690538,2,579.32,17.02,7.55,68.41,33.88,91.95,0.68,4.71,5.38,5.15,1,9,145105.6944,0,0,0,0,1,0,0
6088,1505.89,4.53161158,1,1089.14,7.73,8.18,48.31,0.56,96.24,1.21,4.97,5.64,6.29,1,18,274610.9822,1,0,1,0,0,0,0
3747,550.0,2.036535458,3,424.28,63.65,6.55,53.06,18.97,94.15,2.55,5.23,5.77,4.05,2,34,317161.4902,1,0,0,1,0,0,1
2471,986.24,1.0,2,267.45,25.64,6.96,20.48,46.58,88.86,1.44,2.81,9.92,7.84,1,18,61072.74943,0,1,0,0,1,0,1
1802,793.69,1.971337948,3,446.42,34.47,10.0,47.08,5.14,94.54,1.06,7.44,1.15,2.22,1,12,216402.4859,0,0,0,1,0,0,1
6332,1886.86,3.057287431,4,257.81,19.25,10.0,16.45,11.76,80.67,0.95,6.83,9.12,8.79,2,17,1043861.166,0,0,0,0,0,0,0
3636,1284.04,2.449250414,3,727.56,44.01,7.92,11.36,10.13,99.9,1.49,4.18,7.55,7.26,1,13,203291.9003,1,1,0,0,0,1,1
1512,1004.76,1.380654948,2,838.79,30.1,3.89,29.4,21.78,99.11,1.45,3.56,0.66,3.9,1,20,136462.0516,0,0,0,0,0,0,1
6710,1028.15,5.330559305,3,785.22,2.21,9.55,24.63,13.38,97.07,0.62,9.42,4.8,5.8,1,11,469160.6223,1,0,0,0,1,0,1
3677,645.66,1.669361529,4,432.17,2.05,6.79,86.32,2.1,95.06,0.7,5.16,4.77,5.45,1,9,487361.7384,1,0,0,0,0,1,1
5147,1009.88,4.172887365,3,1151.39,53.47,6.14,2.43,10.29,94.88,1.63,6.75,5.33,3.13,1,18,238363.5957,1,0,1,0,0,0,0
3662,1287.61,3.128888742,3,1054.2,51.53,9.54,50.01,10.76,95.26,1.01,7.33,7.03,6.68,1,13,479809.0114,1,0,0,0,1,0,0
3812,1701.34,1.086999666,3,798.06,57.15,7.52,36.11,5.43,89.93,0.01,6.46,7.47,7.15,1,9,323495.5492,1,0,1,0,0,0,0
236,1067.85,1.0,2,429.77,19.06,5.16,30.9,5.59,95.51,1.68,6.22,10.0,6.49,1,4,172031.378,0,0,0,0,1,0,0
4284,1837.46,1.713597034,4,752.13,29.17,6.98,16.1,3.2,91.8,1.43,3.92,4.38,5.9,2,54,581342.7131,1,0,0,0,0,1,0
6497,1502.76,2.975266318,1,28.7,34.63,3.8,44.45,11.42,89.17,1.64,8.57,3.2,4.73,1,16,276002.1141,1,1,0,0,1,0,0
4631,550.0,2.443151137,4,781.13,14.52,8.0,22.8,1.65,94.53,1.89,5.24,10.0,6.87,1,0,224154.7601,1,1,1,0,0,0,1
2359,1475.33,1.950973549,2,486.98,42.45,5.72,88.55,35.53,93.76,1.17,6.3,2.63,4.91,1,13,247263.2726,0,0,1,0,0,0,0
5429,1889.24,1.97020377,4,1009.89,28.61,8.85,7.06,13.88,99.9,1.53,7.48,2.61,2.86,2,28,505865.8675,1,0,0,1,0,0,0
6267,1159.38,2.548934444,4,366.84,44.69,8.09,36.82,6.4,99.44,1.37,5.51,5.77,5.06,1,13,357460.8706,1,0,0,0,0,0,0
5287,1181.63,1.41559203,4,512.76,59.36,5.35,42.98,0.06,91.87,1.99,4.26,5.01,6.73,1,13,284510.0905,1,0,0,0,0,0,1
4301,1100.96,2.456372441,3,627.73,55.11,6.96,53.72,21.15,95.06,1.43,5.67,5.98,6.47,1,11,331243.5628,1,1,0,0,1,0,1
6488,1185.79,2.393803022,4,739.45,28.16,5.6,23.32,14.13,87.73,1.32,3.26,6.21,4.05,1,12,434502.81,1,0,0,0,1,0,1
5659,1205.61,2.38399826,4,642.57,62.46,10.0,52.11,23.97,90.69,1.68,8.02,10.0,6.25,1,21,509860.7487,1,0,0,0,0,1,1
4477,1044.76,1.349726506,3,394.2,15.61,4.38,47.25,26.91,96.11,1.91,4.38,4.08,8.42,1,23,177123.8107,1,0,0,0,0,1,0
1444,1228.22,1.170578934,2,460.19,46.21,6.75,35.3,8.46,87.78,1.2,6.11,5.28,6.04,1,19,135717.5314,1,0,0,0,1,0,0
1928,1129.07,1.349067904,3,198.33,63.29,6.64,72.44,29.09,88.08,0.85,0.21,5.44,5.83,1,22,223542.3488,0,0,0,0,0,1,0
2894,1200.2,2.100130974,2,486.72,1.67,5.92,66.8,0.78,91.67,1.0,2.88,3.48,6.15,1,17,126287.1484,0,0,0,1,0,0,0
468,1207.69,1.032576966,2,716.4,29.0,6.62,13.35,19.98,88.5,1.29,0.09,7.35,7.85,1,9,25365.84691,0,0,1,0,0,0,0
5501,1346.98,1.353651097,2,132.56,9.14,5.22,54.84,1.96,93.01,0.97,3.43,9.54,4.89,1,9,389529.5176,0,0,0,0,0,1,1
1649,550.0,1.854716057,4,319.62,7.15,7.11,13.66,27.62,94.87,1.37,5.49,9.99,6.19,1,13,144741.6853,0,0,0,0,0,0,0
5557,1313.96,2.627919923,5,781.31,28.45,9.69,56.16,2.65,98.42,1.43,3.52,5.01,6.44,1,6,559317.9652,1,0,0,0,0,0,0
2133,550.0,3.741100945,3,670.25,15.53,6.68,93.8,1.6,99.9,0.4,4.35,0.7,3.5,1,17,112062.9117,0,1,0,1,0,0,0
3668,1117.64,2.509751132,4,1111.76,21.99,7.76,41.77,6.9,96.98,1.93,9.65,5.81,8.74,1,16,519662.9576,1,1,1,0,0,0,0
2611,550.0,1.979070985,3,477.22,61.35,5.33,53.4,17.55,94.43,1.81,4.8,10.0,10.0,1,15,136795.0275,0,0,0,1,0,0,0
418,939.03,1.26769942,4,300.77,50.24,9.02,76.76,27.9,98.3,1.02,7.15,4.04,3.42,1,9,216114.4979,0,1,0,1,0,0,1
1702,599.67,1.0,2,567.3,24.42,7.43,57.67,5.56,95.51,1.91,3.9,8.6,7.24,1,24,75961.6813,0,0,1,0,0,0,0
6784,957.72,1.765776311,3,722.53,29.57,5.44,28.0,32.91,93.8,1.42,4.55,9.27,5.89,1,15,246613.2645,1,0,0,0,0,1,1
3419,1138.63,1.341703228,3,421.68,33.56,9.12,52.32,22.38,92.56,0.03,7.95,1.97,2.51,1,7,318153.0118,0,1,0,0,1,0,0
950,550.0,1.929369121,3,418.02,20.34,6.23,69.13,38.42,87.03,1.63,5.27,0.44,2.9,1,11,121903.222,0,0,1,0,0,0,0
1129,550.0,1.0,4,859.66,53.61,6.23,12.94,32.04,94.7,1.69,0.76,6.42,6.08,1,13,49286.31346,0,0,0,0,1,0,0
3737,1337.26,2.600733521,4,159.82,20.92,8.32,44.41,1.65,97.15,1.96,7.11,6.22,5.73,1,6,594566.9352,1,0,0,1,0,0,0
6065,1205.34,2.218257169,5,457.54,20.78,10.0,62.31,38.36,99.32,0.76,9.8,9.47,4.46,1,10,366751.3466,1,1,0,1,0,0,0
2973,1127.42,1.295279593,3,635.11,44.71,5.46,118.42,20.85,98.81,1.12,6.62,4.49,3.64,1,16,202406.6363,0,1,0,1,0,0,0
437,1319.79,2.542387545,4,435.17,53.16,7.02,62.69,7.32,97.15,2.1,6.81,7.18,8.4,1,10,265777.1071,0,0,0,0,0,1,0
6557,908.28,3.032626837,4,639.43,67.15,8.03,80.58,18.53,95.58,0.15,6.07,6.76,6.43,1,11,408580.8482,1,1,0,0,1,0,0
2265,1689.01,1.285504424,3,927.52,46.98,5.88,69.06,17.58,95.96,1.38,5.85,5.91,6.71,1,7,323890.4964,1,1,0,1,0,0,0
4356,1903.55,2.243091432,3,1077.64,32.96,7.75,59.5,15.8,95.06,1.19,4.54,3.56,6.28,1,22,377469.5991,0,0,1,0,0,0,1
6618,1285.44,2.401828628,4,459.17,30.45,7.47,63.21,19.86,96.07,1.0,6.72,7.18,4.07,2,47,645876.2,0,1,0,0,0,1,0
1436,931.61,1.915791126,3,571.55,62.45,8.26,18.16,41.47,93.75,1.41,4.85,5.56,4.98,2,18,331313.0259,0,0,0,0,0,1,0
2893,1176.33,2.539485382,1,574.0,6.05,6.36,12.52,13.88,87.44,1.2,6.06,4.99,6.59,1,12,264084.9694,1,0,0,0,0,1,1
6093,1423.6,3.119619297,3,269.11,35.1,10.0,52.0,15.42,96.44,0.94,7.67,0.43,3.45,1,27,444886.4922,1,1,0,0,1,0,0
6756,1277.53,1.0,4,826.49,17.07,6.58,40.09,28.51,90.0,1.66,3.91,5.18,5.18,1,7,335992.2879,1,0,0,0,1,0,0
2823,1090.39,1.44733322,3,798.1,59.36,7.92,79.59,31.73,95.2,2.32,4.28,6.18,4.47,1,20,134402.4537,0,0,0,0,0,1,1
4902,1001.8,2.172002994,4,904.57,23.34,8.27,58.05,4.44,92.17,0.64,5.69,6.43,3.77,1,13,712913.11,0,0,0,0,0,1,0
4130,651.31,2.397083736,3,1028.26,47.49,5.72,12.85,31.27,96.06,1.31,6.07,6.91,8.22,1,23,265067.8392,1,0,0,1,0,0,0
534,550.0,1.972925609,2,669.64,23.69,3.36,29.22,11.53,81.09,1.85,3.95,8.5,5.13,1,12,41150.01198,0,0,0,0,1,0,0
821,1066.26,2.371148512,4,839.44,52.4,10.0,4.55,13.37,99.9,1.12,7.26,10.0,7.06,1,7,202538.0785,0,1,0,0,0,0,1
1848,550.0,3.16977183,4,712.97,47.21,6.48,79.55,8.86,94.7,2.4,4.23,1.92,3.67,1,11,251368.8202,0,0,0,0,0,0,1
1571,550.0,1.650916683,3,36.3,33.08,7.7,0.45,17.05,94.62,1.81,4.86,6.61,8.72,1,7,95064.7711,0,0,1,0,0,0,0
5862,1328.73,3.695268993,3,780.46,29.1,7.88,54.25,31.38,98.69,1.22,7.69,3.38,4.69,1,20,362558.6935,1,0,0,0,0,0,1
883,1047.13,2.610481854,4,553.82,31.57,5.52,39.57,11.99,87.92,1.52,4.41,4.69,4.72,1,6,305937.3969,0,1,0,0,0,1,1
2382,550.0,1.0,3,830.42,7.29,7.38,32.71,23.89,88.59,1.54,2.58,6.86,7.3,1,12,138785.5624,0,0,0,0,0,0,0
3876,1635.79,1.258883874,2,383.34,6.94,7.37,58.37,2.22,96.72,1.05,6.09,10.0,10.0,1,9,336364.1528,1,0,0,0,0,1,0
1417,550.0,1.94182078,2,422.08,16.03,3.72,16.56,17.68,89.23,1.26,2.33,6.63,5.78,1,10,69593.30291,0,0,0,0,0,0,0
1563,632.25,1.268074488,2,575.53,15.28,5.24,14.13,17.2,90.94,2.28,0.31,6.88,3.83,1,19,-8239.721048,0,1,0,0,0,0,0
175,901.6,1.452001866,3,628.48,25.15,8.26,19.82,15.34,99.9,0.67,6.1,4.74,5.39,1,19,155406.0548,0,0,0,1,0,0,0
5304,581.94,2.712990858,4,518.23,31.61,8.64,34.84,17.26,99.62,1.86,6.67,4.71,2.59,1,10,486696.6709,1,1,0,1,0,0,1
1995,1186.46,2.038321832,1,286.16,25.86,4.66,100.12,34.24,90.91,2.15,4.34,5.88,5.97,1,22,90703.35133,0,0,0,0,1,0,0
5849,1630.8,1.257689693,4,351.78,5.46,10.0,27.43,9.14,90.71,0.98,6.15,10.0,7.3,1,10,293601.0958,1,0,0,0,1,0,1
2801,713.07,1.0,1,845.74,5.94,5.76,11.88,15.63,92.62,1.55,2.51,2.8,5.68,2,19,284824.9774,0,0,0,0,0,0,0
6607,667.46,3.118838607,3,631.97,28.73,9.58,78.37,39.9,94.27,2.11,3.15,4.87,2.75,1,11,236193.5447,1,0,1,0,0,0,1
6003,550.0,2.948258477,2,867.97,9.4,8.04,49.19,23.82,90.08,1.35,5.27,5.63,5.22,1,-5,180909.9121,1,0,0,0,0,1,0
2634,1675.25,2.555001914,1,124.92,16.59,7.36,82.89,30.48,90.3,1.86,2.17,6.28,7.77,1,22,252594.6386,0,0,0,0,1,0,0
6340,1664.88,1.152670291,4,980.87,39.32,10.0,66.71,27.34,96.92,2.23,6.62,8.29,6.49,1,-1,396205.2997,1,1,0,1,0,0,0
1542,813.44,1.0,2,83.54,57.88,0.74,46.58,2.1,89.92,0.85,2.67,7.85,8.66,1,17,45209.23347,0,1,0,0,0,1,0
2989,1576.36,1.096003499,2,550.96,8.18,8.32,103.76,5.93,99.01,1.36,6.12,5.45,4.98,1,4,197228.382,0,0,0,0,1,0,0
1433,1122.06,1.196783186,2,145.52,56.0,4.05,65.31,34.52,97.85,1.77,3.38,6.72,8.68,1,20,8905.622496,0,1,0,0,0,0,1
4165,688.09,2.982390005,3,385.88,70.9,6.38,68.12,14.36,93.53,2.24,5.22,8.86,8.24,1,18,182279.8859,1,0,0,1,0,0,1
4883,821.19,2.016830748,4,461.33,59.45,7.45,25.26,21.59,99.16,2.28,4.8,3.17,3.7,1,11,537268.06,1,0,0,0,1,0,1
4534,917.84,1.955184842,4,535.27,59.37,8.61,75.21,19.47,94.65,2.0,4.61,3.55,5.52,1,17,262625.7679,1,0,0,1,0,0,1
1646,767.77,1.059284265,3,1045.55,20.16,7.52,30.16,1.45,95.77,1.41,5.38,5.63,5.56,1,14,210389.2184,0,0,0,1,0,0,1
630,591.51,1.660748427,3,149.91,19.79,7.46,54.06,47.14,97.41,2.25,3.39,0.85,5.24,1,5,109278.1298,0,0,0,1,0,0,0
2242,550.0,1.102815031,4,107.05,70.38,6.83,83.9,19.31,86.52,0.57,3.02,2.21,6.37,1,19,159593.6579,0,0,0,1,0,0,0
909,719.8,1.130180745,1,306.67,10.35,4.32,65.12,15.76,92.13,2.02,1.17,6.89,4.74,1,19,115687.325,0,0,0,1,0,0,0
5802,1241.63,2.872942489,2,332.68,55.69,4.58,63.7,10.24,90.76,1.63,5.1,1.22,4.41,1,10,348844.7852,1,1,0,0,0,1,1
1925,586.83,3.646534743,3,479.31,9.61,4.83,68.5,11.63,96.87,2.44,5.44,9.67,10.0,1,20,476838.5556,0,0,1,0,0,0,1
6389,961.66,3.848720724,5,744.72,56.17,10.0,98.18,6.87,95.09,0.92,9.1,2.87,5.3,2,6,654101.0959,1,0,0,1,0,0,0
4877,1010.79,2.647702101,2,387.45,23.3,9.77,84.68,16.65,94.29,1.31,5.62,9.23,7.14,2,54,361783.19,1,0,1,0,0,0,0
5612,1048.32,5.746047597,2,652.63,4.72,6.77,72.19,23.45,99.9,1.11,6.21,8.02,7.94,1,9,363142.691,1,0,0,0,0,1,1
5642,2240.87,1.031013193,1,410.31,40.39,5.91,109.39,26.25,84.87,0.66,6.28,6.91,6.61,1,15,334293.9252,0,1,1,0,0,0,1
2416,617.59,1.0,3,781.71,26.94,6.68,28.55,6.02,94.12,1.92,6.19,6.09,6.8,2,35,106958.1941,0,0,1,0,0,0,0
6855,989.91,1.776838748,3,596.22,13.46,4.66,20.72,4.86,99.9,0.88,1.83,2.63,4.83,1,27,259075.4943,1,0,0,0,0,1,1
5902,761.55,1.819447808,5,184.15,0.14,8.63,15.85,2.04,93.78,0.45,4.09,5.73,6.16,1,22,653559.2489,1,0,1,0,0,0,1
64,1161.75,1.464104387,4,927.64,16.95,10.0,101.8,8.48,89.06,1.09,4.65,2.29,5.76,2,22,387123.6983,0,0,0,0,0,0,0
6999,1553.57,3.988376742,4,844.06,18.8,10.0,26.07,24.4,95.73,1.17,8.8,6.66,5.19,1,19,492214.9598,1,0,0,0,1,0,1
5644,1358.29,1.826308756,3,825.28,30.44,3.31,26.15,0.97,88.27,1.58,3.66,1.64,1.65,1,16,295403.6981,1,0,0,0,0,1,0
619,993.27,1.773304577,5,362.75,50.7,4.87,53.42,11.41,93.34,1.57,2.57,1.73,2.48,1,14,256345.1091,1,1,0,1,0,0,0
3690,1153.92,1.957054224,3,669.68,14.18,7.06,3.59,5.8,94.9,1.03,6.09,4.77,7.33,1,11,203923.5004,1,0,0,0,0,1,0
5760,1084.07,3.831632377,3,1219.52,5.06,9.67,21.1,13.46,99.9,0.88,6.0,4.24,7.88,1,7,317276.5623,1,0,0,0,0,0,0
216,847.12,1.779418392,2,430.48,14.9,7.37,124.71,18.6,88.31,2.33,6.37,3.16,3.12,1,9,95786.87268,1,0,0,0,1,0,0
3632,1236.22,1.0,4,344.69,5.85,7.5,16.1,13.77,91.36,2.27,2.27,3.41,6.26,1,17,458543.061,1,1,0,0,1,0,0
6014,1709.55,1.230665502,3,564.85,6.4,7.57,29.54,1.63,94.55,1.88,6.29,0.96,1.95,1,14,313478.2832,0,0,0,1,0,0,1
6234,550.0,3.374620826,5,75.42,22.53,10.0,56.14,34.72,93.29,2.1,5.43,6.03,3.74,1,14,274350.4902,1,0,0,0,1,0,0
2527,975.64,1.0,4,203.37,21.57,8.01,92.24,20.41,97.63,2.48,3.98,5.02,7.05,1,14,64889.26869,0,0,0,0,0,1,1
6564,1487.0,3.288006066,3,889.76,11.54,7.57,14.55,40.79,85.75,1.82,9.47,7.96,5.67,2,39,495941.6492,1,0,0,1,0,0,0
5508,1626.18,1.0,2,91.59,4.27,10.0,43.31,16.57,99.9,1.68,6.96,6.58,6.05,1,18,223287.9799,0,1,0,1,0,0,0
6330,2240.4,4.125460955,2,725.03,56.42,8.3,46.22,13.61,90.35,1.2,5.76,9.54,9.84,1,13,779051.6698,1,0,0,0,0,0,0
6112,853.43,1.21084439,5,198.15,48.98,5.64,16.84,5.8,89.53,0.06,3.73,10.0,10.0,2,26,575521.5587,1,1,1,0,0,0,0
5425,1434.95,4.578304533,3,1010.57,44.04,7.99,7.42,6.53,90.69,0.93,7.35,9.08,9.03,1,24,438645.6002,1,0,0,0,0,1,0
2132,550.0,1.0,2,10.19,39.52,7.85,49.79,27.48,94.67,2.06,5.37,4.8,5.17,1,12,63227.82054,0,0,0,0,0,1,0
4152,1144.18,1.515806711,4,269.27,4.06,9.36,76.16,4.12,98.02,1.35,6.04,5.15,2.56,1,17,349451.0054,1,0,0,0,0,0,0
3350,755.67,1.396966419,2,591.11,77.3,6.48,90.9,39.26,90.72,1.99,3.11,7.29,9.52,1,10,62735.87829,0,1,1,0,0,0,1
460,1408.62,1.435982477,2,10.2,60.58,5.11,7.86,29.47,98.42,2.43,3.75,5.68,2.84,1,5,143776.0267,0,0,1,0,0,0,0
6135,2166.0,1.537854434,3,861.6,53.96,10.0,3.33,26.72,96.53,1.58,7.71,8.35,7.72,2,37,447574.212,0,1,0,0,0,1,0
2007,550.0,1.678159447,2,1074.17,58.86,1.95,45.73,35.87,86.16,1.82,2.33,2.16,2.04,1,5,22677.63184,0,0,0,0,0,1,0
